I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6,time_seconds
0.05420533,0.16084008,0.08397749,0.048183553,0.05520463,0.07726364,0.01403917,0.06757122,0.054356884,0.13138649,0.06853356,0.16816966,0.19
0.057849806,0.20555815,0.014589367,0.020041807,0.011629468,0.21715094,0.08690691,0.09475862,0.0680715,0.0058369716,0.109537326,0.07556212,0.2
0.16895789,0.050188724,0.058081374,0.04821879,0.017779117,0.2745602,0.075072475,0.116699114,0.13382645,0.25531146,0.05965063,0.024774153,0.21
0.00044490566,0.05107208,0.011295472,0.089695,0.092433915,0.19907382,0.104265764,0.010137235,0.10175718,0.06338614,0.04562989,0.032306425,0.22
0.06511574,0.05159639,0.13575897,0.12442643,0.12254673,0.06031513,0.16403772,0.1608808,0.056212194,0.3671957,0.028701875,0.117199674,0.23
0.16265027,0.07242105,0.144174,0.14809099,0.20173208,0.057221204,0.21853392,0.048681017,0.0764642,0.11512752,0.14182971,0.33150712,0.24
0.1443361,0.30812937,0.36526212,0.26115108,0.075760655,0.0725244,0.16048251,0.023618426,0.0812254,0.29615974,0.110167,0.13163885,0.25
0.048476614,0.20257795,0.11985136,0.093660995,0.27532586,0.26539046,0.20956174,0.12673151,0.1497274,0.19727524,0.26992512,0.33997622,0.26
0.26197413,0.20961125,0.2735711,0.13598865,0.061705567,0.0076179598,0.13253403,0.080894604,0.0737706,0.51427037,0.21650341,0.15563181,0.27
0.18810701,0.11566573,0.14463018,0.048105553,0.043320302,0.09488281,0.21298407,0.35827935,0.037251085,0.04242799,0.081855215,0.121338695,0.28
0.13380098,0.04777041,0.20433597,0.07151462,0.12648314,0.12124402,0.2344796,0.17659777,0.07414181,0.11917254,0.071026705,0.105004705,0.29
0.007882937,0.025216334,0.015074986,0.22712615,0.028151164,0.1967525,0.1871176,0.042886976,0.06944717,0.028341992,0.1778173,0.14297834,0.3
0.1386496,0.043520004,0.13785268,0.11504215,0.03853912,0.10870498,0.018146997,0.07501007,0.10859219,0.026946682,0.13756114,0.1336309,0.31
0.0023775124,0.10288841,0.010503033,0.12714264,0.026775306,0.17091158,0.13369964,0.018458819,0.045987114,0.20508541,0.1319378,0.093845665,0.32
0.1834297,0.17750944,0.017623886,0.062792756,0.12815565,0.019507423,0.08134174,0.1477979,0.10384894,0.24965003,0.12523124,0.01864718,0.33
0.07405628,0.103248775,0.14524707,0.044441625,0.13499841,0.04124423,0.049659677,0.06885258,0.07188629,0.029970018,0.15604912,0.1367623,0.34
0.043245435,0.03416962,0.06327189,0.000581656,0.005175613,0.19066726,0.02024519,0.013181107,0.03783099,0.09294393,0.038841404,0.051606655,0.35
0.21014722,0.014887665,0.016260482,0.073148005,0.034135327,0.18061835,0.060557015,0.015630629,0.07444938,0.2709732,0.1949135,0.14014135,0.36
0.060974173,0.0060400735,0.24361561,0.048931073,0.09092623,0.21514687,0.10517539,0.25757346,0.103837065,0.070467696,0.10112299,0.05639042,0.37
0.21435109,0.06808907,0.119272634,0.027135419,0.36949226,0.21881075,0.10840777,0.12884057,0.09903059,0.052973427,0.12058379,0.3010066,0.38
0.24945508,0.19038506,0.28124502,0.10929178,0.36672524,0.1446127,0.15120624,0.18145296,0.03217097,0.127503,0.10107673,0.3249501,0.39
0.2827888,0.14851189,0.18574655,0.07918984,0.16667439,0.102149874,0.022002706,0.09521194,0.007940593,0.04592798,0.123658426,0.11333413,0.4
0.024998264,0.03495468,0.13563716,0.046629053,0.027488867,0.09477135,0.034292415,0.23428728,0.0070217308,0.18460295,0.14590493,0.068668105,0.41
0.1552468,0.18999994,0.08815966,0.1379473,0.03621579,0.12377699,0.121696234,0.04912542,0.014573781,0.018886117,0.015606509,0.22517285,0.42
0.13752282,0.28195238,0.0012674258,0.07483868,0.06405328,0.023245282,0.18829243,0.020534493,0.040197764,0.046962075,0.18800609,0.30898908,0.43
0.031679764,0.24900165,0.027213998,0.11594263,0.19290407,0.045714706,0.0711936,0.21266407,0.07161415,0.28800678,0.35074714,0.4069739,0.44
0.030286344,0.13763238,0.028757421,0.073747076,0.26348418,0.071258746,0.026154734,0.23337615,0.10205208,0.22287494,0.3181974,0.105102174,0.45
0.0698058,0.05222017,0.06789007,0.06777502,0.012342989,0.008203057,0.11174103,0.14505866,0.17781249,0.29086447,0.1954212,0.051543746,0.46
0.041513298,0.17680681,0.010880042,0.010888929,0.29171905,0.04056805,0.004653062,0.091822214,0.12634937,0.21527953,0.2892643,0.06995703,0.47
0.0044723386,0.13124429,0.0745738,0.18854326,0.016655281,0.003901035,0.022097513,0.07592023,0.05298386,0.14256479,0.06592857,0.01670733,0.48
0.025331117,0.22374974,0.1288223,0.23837832,0.08250112,0.07706362,0.052401904,0.18273962,0.014835542,0.0264581,0.26097187,0.038442884,0.49
0.036517173,0.15213497,0.12770876,0.11613763,0.036870237,0.12217453,0.27146837,0.30269593,0.02646341,0.022932522,0.041514385,0.15319194,0.5
0.20886816,0.08429436,0.05729036,0.3989779,0.19607493,0.23955572,0.35820454,0.20771135,0.054172866,0.03037329,0.13781102,0.39646572,0.51
0.15144573,0.07839379,0.011499419,0.3282627,0.12891047,0.073098436,0.49373043,0.31870502,0.0040242095,0.3951889,0.15379097,0.16923851,0.52
0.1889923,0.2532629,0.32700047,0.39565995,0.18387178,0.076033466,0.45879558,0.2840018,0.046380356,0.11445265,0.21312092,0.18537273,0.53
0.23595263,0.019437427,0.06624032,0.023323873,0.26822653,0.08025987,0.19527003,0.17936297,0.1614241,0.050380934,0.050299704,0.016768938,0.54
0.1901876,0.19039191,0.23009275,0.023900801,0.0072593098,0.21650414,0.29199648,0.2608694,0.18047392,0.29947194,0.1083341,0.302727,0.55
0.30538243,0.22695199,0.0366255,0.008252493,0.16146082,0.08363555,0.24234298,0.18173711,0.19829114,0.54995024,0.069714606,0.26295584,0.56
0.21101967,0.2953946,0.5544722,0.3571348,0.041603785,0.008349395,0.025720313,0.19759625,0.13177489,0.16156921,0.13221416,0.031002209,0.57
0.108626634,0.024371993,0.24900031,0.15742218,0.013695256,0.4055647,0.06439158,0.009357548,0.2742289,0.087783694,0.35283315,0.29305863,0.58
0.40641007,0.032290313,0.08448426,0.7278276,0.10432543,0.06548783,0.29467985,0.06490156,0.4190305,0.35185018,0.19444712,0.23824202,0.59
0.13734853,0.40038618,0.0819803,0.3084882,0.05220798,0.20563361,0.17722413,0.11465402,0.097041495,0.046867624,0.035616744,0.4024206,0.6
0.08626607,0.2593875,0.24627942,0.5796676,0.03504675,0.20464982,0.13856252,0.13706665,0.21159637,0.6987598,0.0822305,0.03684393,0.61
0.12232591,0.22696935,0.29686946,0.18922725,0.06610963,0.21203838,0.12282759,0.12708288,0.08190597,0.21849747,0.08155478,0.20506936,0.62
0.36833504,0.26295036,0.28533405,0.6442269,0.33821714,0.031066757,0.116827846,0.2040074,0.0046028593,0.4719025,0.16222872,0.030051114,0.63
0.3994101,0.037431747,0.2580637,0.22808905,0.13267672,0.22170445,0.02537135,0.0047637993,0.075679556,0.11167526,0.15226606,0.12594211,0.64
0.16557123,0.23784508,0.05940548,0.08038538,0.15094449,0.14158389,0.115279816,0.034298573,0.100011006,0.4286512,0.17570229,0.03396815,0.65
0.13078888,0.21213499,0.21518391,0.25384703,0.31741607,0.27558216,0.2243477,0.046449907,0.10950882,0.3701967,0.12745254,0.09067827,0.66
0.23613866,0.09207376,0.10818666,0.43531483,0.20592666,0.4241647,0.078415014,0.19802353,0.06797171,0.17143586,0.07877997,0.1641638,0.67
0.40944132,0.10614472,0.32348755,0.4194726,0.25396207,0.020040063,0.24873577,0.13844979,0.0801201,0.21457629,0.074112095,0.4091953,0.68
0.5420937,0.26000366,0.2449619,0.07956395,0.71550673,0.11609304,0.37542915,0.36081535,0.11041227,0.057754558,0.27719724,0.522784,0.69
0.40354043,0.20680146,0.11532876,0.16392148,0.3650686,0.1563502,0.006891471,0.36762127,0.21503335,0.013129918,0.060189657,0.20510383,0.7
0.668358,0.2501722,0.11692463,0.17293042,0.575687,0.38368356,0.22440834,0.4335645,0.11841345,0.024118138,0.050762326,0.13307203,0.71
0.6871431,0.4129147,0.37380776,0.26698413,0.19699721,0.2715424,0.03187089,0.38636214,0.48705658,0.14876093,0.20587517,0.28339604,0.72
0.1737735,0.11550507,0.3005659,0.16710624,0.1809861,0.039058484,0.14774501,0.40330827,0.3961029,0.1743825,0.20623426,0.023921523,0.73
0.32526594,0.3787786,0.34759334,0.17109539,0.2074243,0.21790992,0.1002157,0.37285164,0.3294724,0.17830786,0.12237075,0.08159412,0.74
0.19524442,0.24390529,0.45012683,0.18581219,0.253899,0.07161573,0.1606393,0.4106197,0.26675627,0.029845137,0.04919998,0.10974544,0.75
0.5212556,0.33084798,0.1605007,0.07582829,0.06889212,0.03896616,0.18877847,0.13032731,0.27248853,0.12641585,0.024922863,0.022385394,0.76
0.11592612,0.051041424,0.10251416,0.14287144,0.06911702,0.35375175,0.20314169,0.0920376,0.12780696,0.13678057,0.3235668,0.2567542,0.77
0.010489441,0.02750413,0.2927826,0.18420595,0.10444736,0.09771244,0.3637257,0.0715352,0.0208291,0.2396271,0.36004692,0.004011643,0.78
0.1444972,0.089761496,0.2624614,0.31932765,0.17758779,0.0385902,0.41218656,0.06347596,0.0007013667,0.20118944,0.05701282,0.4583418,0.79
0.14910637,0.16492611,0.2924429,0.35514423,0.27472094,0.024721364,0.6103566,0.1600542,0.23673713,0.21741875,0.07340782,0.3650531,0.8
0.049801312,0.02545994,0.060442723,0.0014534562,0.29214922,0.07014524,0.37617967,0.3384032,0.048984744,0.47776714,0.45782256,0.34822267,0.81
0.22443314,0.042765927,0.09134678,0.0303571,0.0568842,0.034653984,0.13357866,0.123857625,0.080119,0.21418977,0.3729771,0.16560958,0.82
0.057409532,0.08714193,0.1690536,0.17184502,0.04760106,0.04318776,0.060099803,0.0918775,0.05764539,0.38066223,0.3724325,0.409094,0.83
0.12673368,0.027188651,0.0025040922,0.1455883,0.085322924,0.30120206,0.04000009,0.0034761156,0.28848293,0.23763916,0.21741384,0.25798473,0.84
0.08862119,0.13204424,0.16462122,0.15824318,0.41400263,0.41801018,0.16291794,0.1373397,0.21690546,0.5675194,0.093143485,0.11773329,0.85
0.17253394,0.025613401,0.24455732,0.022710819,0.037741814,0.20623942,0.09959474,0.030225994,0.028388746,0.052836187,0.08193439,0.13234866,0.86
0.108893685,0.061468225,0.28944102,0.06901536,0.0786253,0.19114147,0.03591864,0.33157077,0.17052421,0.177094,0.08756766,0.2575984,0.87
0.34557414,0.22023499,0.061996587,0.10633227,0.19706468,0.28819972,0.12938751,0.006949767,0.12590359,0.030215498,0.083093606,0.5540708,0.88
0.18522157,0.21613404,0.24748185,0.4166428,0.09209698,0.17732881,0.14191736,0.085929245,0.12002172,0.5701082,0.37096357,0.4224722,0.89
0.0470131,0.07618753,0.1025082,0.4295392,0.28873244,0.09465314,0.32548124,0.25464296,0.16172433,0.16278902,0.26096597,0.42036274,0.9
0.05110672,0.044580426,0.4037605,0.2194711,0.027714726,0.36983472,0.32177347,0.05341031,0.02704089,0.32364932,0.19726092,0.28748378,0.91
0.024146881,0.07560356,0.022260912,0.06723151,0.07554224,0.3182368,0.23039569,0.18025616,0.029461052,0.07711045,0.08444978,0.1308874,0.92
0.14951988,2.8655824e-05,0.30254734,0.2518978,0.21472982,0.20226936,0.22083706,0.15102065,0.07308566,0.19850993,0.008976162,0.06241358,0.93
0.07790855,0.10356615,0.048585407,0.2635392,0.30682787,0.05487168,0.20618147,0.20071496,0.17589316,0.16717243,0.048732504,0.022352105,0.94
0.36965922,0.08024213,0.31837004,0.13629158,0.17634629,0.07928872,0.23082152,0.11965742,0.37645078,0.33852533,0.23008424,0.05870756,0.95
0.3372046,0.19787829,0.43938205,0.11866904,0.07698805,0.30355248,0.22478174,0.36729196,0.14099945,0.27329248,0.09868429,0.084815115,0.96
0.5691106,0.34344333,0.32407647,0.020776788,0.39940935,0.3734278,0.20995924,0.24508755,0.11895096,0.080867864,0.16475077,0.34456807,0.97
0.33969086,0.21432813,0.047569096,0.1944646,0.18745676,0.022633798,0.24561517,0.23679247,0.23657392,0.20871256,0.33342364,0.36660016,0.98
0.25505263,0.04640141,0.31511784,0.014210047,0.13189475,0.24861072,0.026821034,0.03550744,0.26133054,0.16808645,0.030616753,0.011010885,0.99
0.054922197,0.18206325,0.237133,0.042834613,0.11501974,0.0358354,0.033562448,0.119648404,0.12978585,0.024443122,0.0601837,0.016275309,1.0
0.07143872,0.31587905,0.3373191,0.03138581,0.10191819,0.23048219,0.0902535,0.041926347,0.18835397,0.34369656,0.02134054,0.18475036,1.01
0.08130961,0.13550791,0.15869918,0.4040904,0.2652496,0.20667191,0.07201144,0.050582796,0.030483246,0.04903428,0.17293489,0.06627527,1.02
0.22698282,0.18133241,0.1447618,0.3168593,0.12407748,0.19144303,0.11438682,0.011498855,0.13562736,0.2556782,0.07198238,0.058344986,1.03
0.05410972,0.08982244,0.0339049,0.20585558,0.1314449,0.11021829,0.0096638305,0.038028993,0.16765006,0.24500428,0.19446546,0.10964903,1.04
0.037435833,0.06426831,0.10312569,0.12210978,0.13175845,0.04817246,0.032178376,0.06637566,0.13691589,0.049523402,0.08441894,0.24403791,1.05
0.23380277,0.23366283,0.19768311,0.0043057045,0.38905627,0.17813276,0.0607953,0.04063996,0.07635292,0.2435429,0.16675729,0.38801494,1.06
0.052160285,0.26142296,0.45031288,0.046041187,0.10491757,0.30194098,0.058224343,0.17549036,0.06256199,0.49734637,0.16681091,0.25223032,1.07
0.3728764,0.07256057,0.17590113,0.06126439,0.004534775,0.34373984,0.011418413,0.057287905,0.06479737,0.008623527,0.25626534,0.30864424,1.08
0.06708209,0.037292395,0.10615383,0.015773408,0.0992398,0.107657924,0.1443131,0.19782358,0.06688962,0.16905642,0.1372628,0.19101302,1.09
0.0112594785,0.18166505,0.0053479658,0.28181803,0.019308085,0.11653512,0.0047983965,0.04749063,0.17324996,0.061112773,0.036328133,0.17249826,1.1
0.16416408,0.04462724,0.2018654,0.27595565,0.15904099,0.1680739,0.21316145,0.08948637,0.04144215,0.1895796,0.10111802,0.16729763,1.11
0.06878075,0.009168067,0.17040102,0.049242362,0.36178195,0.16907269,0.22414613,0.021763215,0.021265332,0.10335968,0.24679358,0.2268064,1.12
0.23110516,0.03692495,0.051349808,0.12692033,0.32533506,0.24053125,0.10413653,0.0594084,0.1974049,0.18585691,0.3577033,0.3117052,1.13
0.014553095,0.0056337393,0.092026845,0.1895833,0.1344899,0.07471296,0.001797885,0.005208926,0.1330631,0.08315011,0.2609882,0.23898913,1.14
0.15481244,0.35227963,0.10971726,0.2071381,0.3366791,0.20547229,0.18495896,0.012296877,0.10626045,0.11586535,0.4260719,0.11275865,1.15
0.051570684,0.42653885,0.096003406,0.039932016,0.08498343,0.10515353,0.16821684,0.3855399,0.035920735,0.042027168,0.045814145,0.23995368,1.16
0.42778575,0.44488865,0.114149794,0.23795645,0.11579922,0.20547429,0.051141288,0.26185125,0.014654491,0.14159854,0.3003673,0.12362652,1.17
0.40958473,0.2163405,0.11783058,0.18685654,0.16357559,0.012510444,0.23577811,0.29404595,0.059076574,0.19394921,0.008572715,0.020591337,1.18
0.06032047,0.16662586,0.12435732,0.30718926,0.28008863,0.12508658,0.10879208,0.09563388,0.19490342,0.027742533,0.008592889,0.1131068,1.19
0.06689184,0.08005172,0.038568098,0.047848802,0.06151143,0.042707775,0.23710808,0.27875245,0.12092019,0.056661006,0.3248694,0.121465966,1.2
0.20428959,0.064749144,0.28827554,0.073837906,0.003141787,0.02233059,0.1672108,0.01227533,0.16229396,0.20580868,0.48350167,0.204815,1.21
0.21603134,0.10607255,0.27570933,0.15648971,0.11472584,0.0890923,0.1278186,0.021853786,0.32656938,0.22170863,0.11998212,0.26031327,1.22
0.10000042,0.10433642,0.092879206,0.24643053,0.0060996762,0.06210868,0.05736543,0.48234907,0.3179101,0.17521724,0.17446335,0.48534963,1.23
0.21925461,0.024962451,0.00016969413,0.086221345,0.23418356,0.20571616,0.12229375,0.26280376,0.30227974,0.10370012,0.026223637,0.022127647,1.24
0.2440182,0.23539954,0.4107251,0.31843594,0.13578361,0.16115057,0.008128983,0.09526737,0.006248849,0.65625113,0.058729753,0.30473465,1.25
0.15234119,0.0539748,0.35370243,0.2311571,0.03277642,0.18739524,0.19325255,0.14346486,0.013012207,0.19788954,0.04811051,0.14086653,1.26
0.23607923,0.23026724,0.30994144,0.43502122,0.3142523,0.28054875,0.1329391,0.22145085,0.10834711,0.28839442,0.06916979,0.32642055,1.27
0.11494091,0.20338346,0.11645911,0.11315098,0.32585627,0.12013059,0.3711146,0.24806882,0.2047987,0.1258292,0.053656045,0.024258997,1.28
0.13873824,0.015790915,0.019630942,0.0064758766,0.0034760798,0.03743866,0.020804735,0.041929603,0.001877242,0.09141026,0.003421497,0.07104948,1.29
0.2909414,0.17857769,0.026818015,0.012296083,0.13612038,0.33195856,0.2547294,0.27011102,0.12759246,0.21549815,0.030591505,0.08359204,1.3
0.2599934,0.46346712,0.08438052,0.48825902,0.16036832,0.21971124,0.0008644553,0.12884955,0.16361511,0.6832555,0.122986406,0.16395229,1.31
0.09430916,0.20453864,0.19319624,0.4922472,0.11287815,0.055305637,0.0599293,0.22600076,0.012296934,0.23839144,0.5615673,0.15386316,1.32
0.24545851,0.24924116,0.24945581,0.19224566,0.31522584,0.03891951,0.24083744,0.1664067,0.052825514,0.41628253,0.29001,0.3801297,1.33
0.1529552,0.17369872,0.09344585,0.20348303,0.12336197,0.092013426,0.29511428,0.12116931,0.11652301,0.07525778,0.08743433,0.06574672,1.34
0.20602931,0.30083582,0.23686825,0.2743782,0.24342425,0.54272133,0.17023498,0.09227378,0.16522235,0.0028063043,0.2839158,0.01262947,1.35
0.2616399,0.05829068,0.25402266,0.27519128,0.31745544,0.27401483,0.6496661,0.034287564,0.2018492,0.25991383,0.34566525,0.26738852,1.36
0.1733964,0.36970636,0.020933881,0.33088595,0.8286862,0.22950843,0.49462825,0.405071,0.21058135,0.04914916,0.24744466,0.114542164,1.37
0.35809106,0.3122351,0.046759713,0.25275588,0.64598876,0.37155688,0.07113437,0.4081586,0.24940109,0.4284722,0.024405003,0.029805806,1.38
0.70400625,0.26433137,0.27095282,0.07470628,0.514296,0.25275335,0.29527524,0.48337322,0.38289824,0.33288,0.1466865,0.06417244,1.39
0.78231245,0.46272987,0.5030831,0.15840864,0.23496331,0.32728723,0.07079831,0.54439783,0.58231926,0.11851336,0.16099095,0.20473804,1.4
0.439805,0.09394532,0.5710695,0.09927377,0.082770206,0.04219504,0.068435155,0.39953628,0.46253383,0.04411906,0.0916589,0.0190193,1.41
0.34921846,0.42240188,0.39204067,0.2647767,0.027290434,0.21500896,0.1489459,0.45850423,0.3065346,0.2805171,0.22968249,0.041648515,1.42
0.08273148,0.18078455,0.37288103,0.22535203,0.10951556,0.22386552,0.03822722,0.12709545,0.098538466,0.097053386,0.10947423,0.10336774,1.43
0.34264803,0.24296027,0.18663722,0.07944838,0.22887023,0.059542835,0.31118408,0.15155005,0.31758735,0.21455126,0.17589043,0.15254578,1.44
0.22105415,0.03605497,0.048010312,0.3141643,0.09574284,0.13069253,0.11139972,0.15070374,0.22290082,0.3350977,0.24963288,0.0954589,1.45
0.059848696,0.27474236,0.35427547,0.2963782,0.2767695,0.08924558,0.31709197,0.10868026,0.22044943,0.45142108,0.20780206,0.14640401,1.46
0.23637234,0.23485398,0.17143042,0.1778262,0.114441834,0.11978501,0.505552,0.14809766,0.029169431,0.23562337,0.024961848,0.39673373,1.47
0.08055108,0.052889016,0.30160382,0.3917076,0.09696821,0.19508182,0.6813531,0.026641374,0.004402145,0.12947355,0.15135117,0.5003469,1.48
0.017604988,0.45471284,0.12942095,0.15669942,0.31828254,0.10304529,0.31961215,0.11711438,0.0850076,0.0033434757,0.21845467,0.3526081,1.49
0.058164775,0.35333478,0.037260838,0.21840322,0.42014033,0.09035422,0.17378372,0.059457175,0.056991704,0.28912812,0.44881943,0.34939095,1.5
0.30646068,0.14060715,0.022269053,0.09659895,0.084823705,0.049007796,0.01769482,0.04974203,0.0030881378,0.6290954,0.27854356,0.4236558,1.51
0.04475323,0.23005548,0.20294338,0.46558368,0.12274638,0.0063772416,0.35080796,0.013345667,0.21107513,0.27077618,0.08810805,0.07107438,1.52
0.039622415,0.020334689,0.07238336,0.046497528,0.3417315,0.006900024,0.01729619,0.1887155,0.13828495,0.43743372,0.102819145,0.01283664,1.53
0.06750303,0.15093978,0.12520738,0.111052595,0.05476608,0.0025384813,0.11584376,0.07058885,0.038132556,0.06152155,0.018299473,0.2506664,1.54
0.10263925,0.48587942,0.007497394,0.05977733,0.102026865,0.28815988,0.014046543,0.21332966,0.010569887,0.46643195,0.15818457,0.33942333,1.55
0.28161567,0.4516401,0.07868199,0.19534108,0.11609061,0.36873865,0.009760937,0.010679626,0.23751324,0.017660998,0.09956599,0.007951374,1.56
0.014917646,0.06823212,0.19644924,0.051373962,0.0018050113,0.4329587,0.016733823,0.14546843,0.08842181,0.31779072,0.028470645,0.012834604,1.57
0.05270131,0.062783994,0.18910395,0.051524006,0.25850073,0.20604524,0.075806394,0.11156435,0.17112653,0.043104358,0.21035655,0.0033847662,1.58
0.17607269,0.023052547,0.31574798,0.039128367,0.08901428,0.49667466,0.041427545,0.24147351,0.09091662,0.36816755,0.09186521,0.040836263,1.59
0.044403948,0.044088066,0.08792112,0.05856836,0.02812092,0.33776104,0.12755233,0.042877737,0.1555901,0.07160607,0.004229213,0.43779528,1.6
0.15736514,0.5870596,0.45188242,0.13728844,0.17046009,0.1716833,0.40022346,0.197235,0.22498558,0.098380245,0.06809769,0.2710966,1.61
0.021549888,0.1788218,0.3256073,0.22795214,0.29274845,0.39333868,0.64322805,0.54405594,0.24750383,0.12555766,0.092173,0.15989237,1.62
0.3592213,0.25387785,0.3024788,0.019497704,0.24762851,0.04823862,0.17383176,0.0031470729,0.36069018,0.3579041,0.0031205001,0.06159592,1.63
0.3646148,0.2437269,0.17368081,0.24627636,0.40208492,0.26093757,0.055505466,0.18425216,0.048814118,0.13131061,0.13060163,0.05188651,1.64
0.47219476,0.10674822,0.34254923,0.46509963,0.32122666,0.19240583,0.42704058,0.2618393,0.20861185,0.22219557,0.15423556,0.23539665,1.65
0.62549025,0.30619127,0.1205322,0.23248029,0.5850019,0.43598956,0.29018715,0.28658378,0.18253972,0.19883543,0.33792135,0.5210401,1.66
0.5607762,0.23981999,0.39361784,0.07647509,0.690937,0.24684523,0.04798938,0.13491772,0.28508472,0.07321774,0.09379053,0.48277026,1.67
0.33985844,0.24727233,0.19704266,0.20308119,0.4778892,0.19609183,0.048478562,0.23206827,0.21280536,0.23894581,0.11057465,0.29021382,1.68
0.44465762,0.3713246,0.41070855,0.03765027,0.377745,0.4226783,0.043384716,0.42433038,0.1313465,0.69186074,0.17722946,0.1554922,1.69
0.32410535,0.3330715,0.18532264,0.2494604,0.10216266,0.10351403,0.03136196,0.35884705,0.22785337,0.05564584,0.1707702,0.13185425,1.7
0.5706184,0.2578796,0.26088253,0.11633666,0.5445354,0.19071327,0.16712843,0.22836412,0.0002409958,0.011411009,0.06920973,0.3551839,1.71
0.18488686,0.05936904,0.36918986,0.23664635,0.13947374,0.60207087,0.25375956,0.0514418,0.025349043,0.23734166,0.074863076,0.26849464,1.72
0.0989674,0.45639354,0.115462646,0.16155627,0.16046406,0.25008473,0.28613436,0.23154637,0.10568358,0.048713945,0.08152134,0.22496974,1.73
0.30409753,0.26639393,0.20600027,0.05477099,0.57993114,0.38419625,0.06797741,0.087595515,0.18642631,0.15226464,0.309689,0.52302706,1.74
0.38100064,0.41383615,0.83072615,0.002551683,0.3293335,0.351107,0.110048436,0.38597608,0.13067533,0.3403794,0.262362,0.32946613,1.75
0.62376434,0.4226916,0.5461044,0.068809055,0.30719465,0.45354,0.12715156,0.12912542,0.10027001,0.19898361,0.43371546,0.6505589,1.76
0.17416477,0.18151169,0.18935795,0.07243011,0.09522238,0.15610532,0.007996569,0.2467929,0.011940635,0.29680187,0.15398414,0.2735635,1.77
0.3462803,0.28612566,0.055912532,0.13071978,0.21668215,0.065454826,0.09266053,0.12604839,0.19718915,0.13634954,0.046574615,0.31711346,1.78
0.024488911,0.16035405,0.24864402,0.2340317,0.09745568,0.068313986,0.37655815,0.066861525,0.11856594,0.070333645,0.15799116,0.2920628,1.79
0.04774979,0.12611751,0.36803553,0.10848874,0.47730067,0.031983938,0.08251015,0.075457655,0.16607286,0.2678162,0.32116506,0.56920767,1.8
0.29232717,0.22517613,0.10684568,0.1826665,0.58025986,0.41321716,0.005612852,0.017231032,0.3065036,0.46515417,0.4927179,0.3850172,1.81
